"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","304SM51WA353NAX486NLD9PYTTIBSK","A2CO3PHGWP142Q","Submitted","Sun Dec 17 21:01:54 PST 2017","Sun Dec 17 22:37:17 PST 2017","Wed Dec 20 22:37:17 PST 2017","","","","5723","100% (4/4)","100% (3/3)","100% (2/2)","5a3756f2438fe_371913574b6cc"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32N49TQG3GJEWS9GWNSUTLPZAFRVAE","A20SMUCY0FQA7Z","Submitted","Sun Dec 17 21:13:28 PST 2017","Sun Dec 17 21:37:24 PST 2017","Wed Dec 20 21:37:24 PST 2017","","","","1436","100% (10/10)","100% (10/10)","100% (5/5)","5a3750551239b_3fdb850f274c5"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32UTUBMZ7GXJF2E821SQOW95SXCBVP","A3DMLZASIE8BN6","Submitted","Sun Dec 17 21:01:56 PST 2017","Sun Dec 17 21:29:04 PST 2017","Wed Dec 20 21:29:04 PST 2017","","","","1628","100% (12/12)","100% (12/12)","100% (6/6)","5a374be138aea_9e8f3cf6ca33b"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32UTUBMZ7GXJF2E821SQOW95SXCVB9","A2AMYX1J96G2JG","Submitted","Sun Dec 17 21:13:36 PST 2017","Sun Dec 17 22:07:54 PST 2017","Wed Dec 20 22:07:54 PST 2017","","","","3258","100% (19/19)","100% (8/8)","100% (5/5)","5a374f1293c3d_7bd08f94b9587"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32UTUBMZ7GXJF2E821SQOW95SXEVBB","AWAW665TQQP2F","Submitted","Sun Dec 17 21:46:51 PST 2017","Sun Dec 17 22:07:46 PST 2017","Wed Dec 20 22:07:46 PST 2017","","","","1255","0% (0/0)","0% (0/0)","0% (0/0)","5a3756422af3b_80c165986742c"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32VNZTT0A7571WCIE2DTFLEWXZI4RJ","AQ0TPWZSS1B0T","Submitted","Sun Dec 17 21:05:29 PST 2017","Sun Dec 17 21:19:38 PST 2017","Wed Dec 20 21:19:38 PST 2017","","","","849","0% (0/0)","0% (0/0)","0% (0/0)","5a374c9d0f64e_40c573846dbdf"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32XVDSJFPZY612K35GYO07NO7YNM2H","AJ7E01X4TAGHL","Submitted","Sun Dec 17 21:04:32 PST 2017","Sun Dec 17 21:26:46 PST 2017","Wed Dec 20 21:26:46 PST 2017","","","","1334","0% (0/0)","0% (0/0)","0% (0/0)","5a374c4490b72_3f857d1e864b0"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","32Z9ZLUT1LLYGV8X1HG8FFIVRHKOHG","A1VOFYYXKZWG7W","Submitted","Sun Dec 17 21:16:18 PST 2017","Sun Dec 17 22:06:18 PST 2017","Wed Dec 20 22:06:18 PST 2017","","","","3000","100% (3/3)","0% (0/0)","0% (0/0)","5a374f3241be2_c3e3bbd8592f1"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","33CKWXB73JL2GSGITQFCBWPGHHH11A","A2HNLS4SMGX6UB","Submitted","Sun Dec 17 21:58:06 PST 2017","Sun Dec 17 22:10:58 PST 2017","Wed Dec 20 22:10:58 PST 2017","","","","772","100% (1/1)","100% (1/1)","0% (0/0)","5a37590634b71_c5a8884a3b866"
"38DCH97KHH3U5TJ9ES6WREXOSYHQJH","3XAT7XIOXZ2UV1RVTPERFSZKZBXW87","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn (if you've already done a similar HIT from this account, please refrain from doing this HIT)","robot, human-robot interaction, dialog","$1.00","Sun Dec 17 21:01:30 PST 2017","50","BatchId:3054160;OriginalHitTemplateId:920937340;","7200","259200","Wed Dec 20 21:01:30 PST 2017","","","33CUSNVVNND22SKORWX65GZW9UU88O","A2QIZ31TMHU0GD","Submitted","Sun Dec 17 23:03:47 PST 2017","Sun Dec 17 23:59:33 PST 2017","Wed Dec 20 23:59:33 PST 2017","","","","3346","100% (1/1)","100% (1/1)","0% (0/0)","5a376974ba625_7700cd190187c"
